airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
OrbitFlyAirlines,Kolkata,Morning,zero,Morning,Bangalore,Economy,2.67,20.0,3860
OrbitFlyAirlines,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,12.08,41.0,5828
OrbitFlyAirlines,Kolkata,Evening,zero,Night,Mumbai,Economy,2.83,19.0,4499
OrbitFlyAirlines,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.17,29.0,3820
OrbitFlyAirlines,Delhi,Afternoon,zero,Early_Morning,Chennai,Business,12.0,23.0,26366
OrbitFlyAirlines,Bangalore,Night,one,Afternoon,Kolkata,Economy,13.67,18.0,4162
OrbitFlyAirlines,Hyderabad,Afternoon,zero,Evening,Mumbai,Business,11.08,44.0,26843
OrbitFlyAirlines,Mumbai,Afternoon,one,Night,Hyderabad,Economy,9.33,29.0,3916
OrbitFlyAirlines,Delhi,Evening,one,Night,Kolkata,Economy,6.58,41.0,6395
OrbitFlyAirlines,Hyderabad,Afternoon,zero,Evening,Delhi,Economy,2.17,20.0,2276
OrbitFlyAirlines,Bangalore,Late_Night,zero,Late_Night,Hyderabad,Business,11.58,29.0,29896
OrbitFlyAirlines,Mumbai,Evening,one,Morning,Kolkata,Economy,14.5,26.0,7304
OrbitFlyAirlines,Hyderabad,Late_Night,one,Evening,Mumbai,Business,11.58,33.0,24506
OrbitFlyAirlines,Delhi,Afternoon,one,Night,Chennai,Economy,7.33,26.0,4896
OrbitFlyAirlines,Bangalore,Morning,one,Evening,Delhi,Economy,8.58,26.0,4028
OrbitFlyAirlines,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,23.0,4500
OrbitFlyAirlines,Mumbai,Evening,one,Late_Night,Chennai,Economy,5.92,35.0,4601
OrbitFlyAirlines,Bangalore,Night,one,Afternoon,Kolkata,Economy,13.67,37.0,3943
OrbitFlyAirlines,Bangalore,Morning,one,Night,Delhi,Economy,12.83,47.0,4543
OrbitFlyAirlines,Bangalore,Morning,one,Evening,Kolkata,Economy,9.33,35.0,6186
OrbitFlyAirlines,Delhi,Evening,one,Morning,Hyderabad,Economy,13.83,38.0,5657
OrbitFlyAirlines,Hyderabad,Early_Morning,zero,Early_Morning,Kolkata,Economy,1.83,46.0,2057
OrbitFlyAirlines,Chennai,Night,two_or_more,Evening,Delhi,Business,11.58,43.0,16816
OrbitFlyAirlines,Hyderabad,Early_Morning,two_or_more,Night,Kolkata,Business,2.33,47.0,24729
OrbitFlyAirlines,Chennai,Evening,one,Early_Morning,Kolkata,Economy,14.25,12.0,9329
OrbitFlyAirlines,Delhi,Evening,one,Night,Bangalore,Economy,7.0,22.0,7409
OrbitFlyAirlines,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,6.42,18.0,4028
OrbitFlyAirlines,Delhi,Early_Morning,one,Night,Chennai,Economy,15.33,28.0,4896
OrbitFlyAirlines,Chennai,Night,two_or_more,Morning,Hyderabad,Business,11.58,25.0,22986
OrbitFlyAirlines,Delhi,Afternoon,one,Night,Bangalore,Economy,6.08,40.0,6219
OrbitFlyAirlines,Kolkata,Evening,zero,Night,Hyderabad,Economy,2.17,19.0,2437
OrbitFlyAirlines,Hyderabad,Afternoon,zero,Night,Mumbai,Business,14.75,37.0,25188
OrbitFlyAirlines,Mumbai,Night,one,Morning,Delhi,Economy,11.17,21.0,3324
OrbitFlyAirlines,Delhi,Afternoon,one,Night,Chennai,Economy,8.83,30.0,4896
OrbitFlyAirlines,Delhi,Evening,one,Night,Chennai,Economy,5.33,40.0,4896
OrbitFlyAirlines,Kolkata,Evening,one,Late_Night,Bangalore,Economy,7.08,22.0,6109
OrbitFlyAirlines,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.58,15.0,5177
OrbitFlyAirlines,Bangalore,Afternoon,one,Night,Hyderabad,Economy,7.58,44.0,4366
OrbitFlyAirlines,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.5,29.0,3324
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,9.25,39.0,5529
OrbitFlyAirlines,Chennai,Afternoon,two_or_more,Afternoon,Delhi,Business,9.92,38.0,23751
OrbitFlyAirlines,Bangalore,Evening,one,Early_Morning,Mumbai,Economy,11.75,14.0,5177
OrbitFlyAirlines,Kolkata,Early_Morning,two_or_more,Evening,Mumbai,Business,7.5,17.0,18781
OrbitFlyAirlines,Hyderabad,Morning,zero,Afternoon,Delhi,Business,7.58,22.0,27687
OrbitFlyAirlines,Kolkata,Morning,one,Evening,Mumbai,Business,10.25,12.0,24107
OrbitFlyAirlines,Hyderabad,Morning,zero,Afternoon,Chennai,Economy,1.25,48.0,1543
OrbitFlyAirlines,Delhi,Morning,one,Night,Chennai,Economy,11.83,34.0,4896
OrbitFlyAirlines,Delhi,Morning,one,Night,Hyderabad,Economy,12.5,41.0,11105
OrbitFlyAirlines,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.75,19.0,4028
OrbitFlyAirlines,Delhi,Evening,one,Late_Night,Chennai,Economy,8.5,15.0,7426
OrbitFlyAirlines,Delhi,Evening,one,Night,Delhi,Business,8.5,12.0,9037
OrbitFlyAirlines,Delhi,Evening,one,Early_Morning,Chennai,Economy,14.67,31.0,4896
OrbitFlyAirlines,Kolkata,Morning,one,Evening,Hyderabad,Business,13.08,43.0,26148
OrbitFlyAirlines,Hyderabad,Morning,one,Afternoon,Delhi,Economy,6.5,12.0,6132
OrbitFlyAirlines,Hyderabad,Evening,two_or_more,Night,Delhi,Business,2.25,18.0,24185
OrbitFlyAirlines,Delhi,Morning,one,Evening,Mumbai,Business,12.58,43.0,25660
OrbitFlyAirlines,Bangalore,Afternoon,one,Morning,Hyderabad,Economy,17.75,15.0,12920
OrbitFlyAirlines,Delhi,Evening,zero,Afternoon,Mumbai,Business,9.67,47.0,30586
OrbitFlyAirlines,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,21.0,5954
OrbitFlyAirlines,Bangalore,Afternoon,one,Early_Morning,Mumbai,Economy,16.25,23.0,7317
OrbitFlyAirlines,Kolkata,Evening,one,Morning,Mumbai,Economy,16.25,14.0,7958
OrbitFlyAirlines,Delhi,Evening,one,Early_Morning,Chennai,Economy,12.0,26.0,4896
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,14.92,29.0,4452
OrbitFlyAirlines,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,20.0,2339
OrbitFlyAirlines,Kolkata,Afternoon,one,Night,Chennai,Economy,9.83,43.0,6985
OrbitFlyAirlines,Chennai,Night,one,Late_Night,Bangalore,Economy,3.83,11.0,9662
OrbitFlyAirlines,Delhi,Night,one,Early_Morning,Kolkata,Economy,11.5,35.0,4327
OrbitFlyAirlines,Delhi,Morning,one,Evening,Mumbai,Economy,9.67,38.0,13050
OrbitFlyAirlines,Mumbai,Evening,two_or_more,Evening,Bangalore,Business,14.75,18.0,32228
OrbitFlyAirlines,Mumbai,Evening,one,Morning,Kolkata,Economy,13.42,23.0,7304
OrbitFlyAirlines,Hyderabad,Night,one,Late_Night,Mumbai,Economy,5.17,11.0,4452
OrbitFlyAirlines,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.58,27.0,4020
OrbitFlyAirlines,Delhi,Morning,one,Late_Night,Bangalore,Business,8.67,36.0,21851
OrbitFlyAirlines,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,9.58,24.0,5888
OrbitFlyAirlines,Mumbai,Afternoon,zero,Late_Night,Chennai,Business,5.92,16.0,26642
OrbitFlyAirlines,Hyderabad,Early_Morning,zero,Morning,Delhi,Economy,2.0,37.0,2276
OrbitFlyAirlines,Hyderabad,Early_Morning,two_or_more,Night,Bangalore,Business,11.5,15.0,16690
OrbitFlyAirlines,Kolkata,Afternoon,two_or_more,Early_Morning,Mumbai,Business,13.92,22.0,26958
OrbitFlyAirlines,Delhi,Late_Night,one,Afternoon,Bangalore,Business,1.67,41.0,21843
OrbitFlyAirlines,Mumbai,Early_Morning,one,Early_Morning,Chennai,Business,15.25,28.0,32289
OrbitFlyAirlines,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,10.67,21.0,5907
OrbitFlyAirlines,Kolkata,Evening,two_or_more,Afternoon,Delhi,Business,5.5,17.0,29297
OrbitFlyAirlines,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.25,21.0,4151
OrbitFlyAirlines,Delhi,Morning,two_or_more,Morning,Bangalore,Business,2.58,5.0,26690
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.67,21.0,4165
OrbitFlyAirlines,Bangalore,Afternoon,one,Evening,Mumbai,Economy,3.92,18.0,6013
OrbitFlyAirlines,Mumbai,Morning,one,Evening,Delhi,Economy,9.5,17.0,5569
OrbitFlyAirlines,Bangalore,Afternoon,one,Early_Morning,Bangalore,Business,12.83,4.0,29787
OrbitFlyAirlines,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,44.0,2748
OrbitFlyAirlines,Kolkata,Evening,one,Morning,Kolkata,Business,12.67,44.0,26883
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,6.33,28.0,4165
OrbitFlyAirlines,Hyderabad,Morning,zero,Evening,Delhi,Business,13.58,41.0,31225
OrbitFlyAirlines,Delhi,Morning,two_or_more,Evening,Kolkata,Business,7.08,30.0,33645
OrbitFlyAirlines,Delhi,Night,two_or_more,Evening,Mumbai,Business,3.92,17.0,29550
OrbitFlyAirlines,Delhi,Evening,one,Night,Mumbai,Economy,4.75,15.0,5995
OrbitFlyAirlines,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,10.58,40.0,5888
OrbitFlyAirlines,Mumbai,Evening,one,Late_Night,Chennai,Economy,5.92,33.0,6600
OrbitFlyAirlines,Mumbai,Afternoon,one,Night,Kolkata,Economy,7.75,19.0,4961
OrbitFlyAirlines,Chennai,Late_Night,zero,Morning,Hyderabad,Business,13.25,39.0,27270
OrbitFlyAirlines,Mumbai,Early_Morning,one,Early_Morning,Kolkata,Business,11.83,41.0,24564
OrbitFlyAirlines,Delhi,Evening,one,Early_Morning,Kolkata,Economy,12.67,22.0,5954
OrbitFlyAirlines,Chennai,Morning,zero,Night,Chennai,Business,9.83,30.0,25334
OrbitFlyAirlines,Mumbai,Afternoon,one,Night,Bangalore,Economy,6.92,23.0,5102
OrbitFlyAirlines,Chennai,Morning,one,Night,Mumbai,Business,7.58,8.0,16188
OrbitFlyAirlines,Hyderabad,Afternoon,one,Night,Mumbai,Business,14.75,16.0,29006
OrbitFlyAirlines,Bangalore,Early_Morning,zero,Late_Night,Bangalore,Business,7.0,46.0,25569
OrbitFlyAirlines,Bangalore,Night,one,Afternoon,Delhi,Economy,14.0,47.0,4028
OrbitFlyAirlines,Kolkata,Evening,two_or_more,Early_Morning,Chennai,Business,1.83,32.0,28443
OrbitFlyAirlines,Delhi,Night,one,Evening,Kolkata,Business,5.33,33.0,24921
OrbitFlyAirlines,Bangalore,Morning,one,Evening,Delhi,Economy,8.75,40.0,6994
OrbitFlyAirlines,Bangalore,Evening,one,Morning,Mumbai,Business,16.25,11.0,24943
OrbitFlyAirlines,Bangalore,Late_Night,zero,Evening,Mumbai,Business,2.25,35.0,21385
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,9.08,14.0,4452
OrbitFlyAirlines,Bangalore,Morning,one,Night,Kolkata,Economy,15.42,10.0,5177
OrbitFlyAirlines,Kolkata,Evening,one,Late_Night,Delhi,Economy,8.08,29.0,6488
OrbitFlyAirlines,Mumbai,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.5,43.0,4499
OrbitFlyAirlines,Mumbai,Late_Night,zero,Evening,Delhi,Business,10.83,27.0,29073
OrbitFlyAirlines,Mumbai,Morning,one,Night,Bangalore,Economy,9.58,45.0,6972
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.08,19.0,4165
OrbitFlyAirlines,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,10.0,13.0,7487
OrbitFlyAirlines,Mumbai,Morning,one,Evening,Delhi,Economy,6.92,4.0,5942
OrbitFlyAirlines,Kolkata,Evening,zero,Night,Mumbai,Economy,2.83,33.0,4499
OrbitFlyAirlines,Bangalore,Morning,one,Evening,Mumbai,Economy,7.58,49.0,7394
OrbitFlyAirlines,Delhi,Early_Morning,one,Evening,Hyderabad,Business,13.08,30.0,20624
OrbitFlyAirlines,Hyderabad,Night,one,Afternoon,Mumbai,Economy,14.83,47.0,4165
OrbitFlyAirlines,Chennai,Morning,zero,Early_Morning,Mumbai,Business,2.25,12.0,32982
OrbitFlyAirlines,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.17,22.0,4020
OrbitFlyAirlines,Bangalore,Night,one,Morning,Mumbai,Economy,11.25,12.0,5177
OrbitFlyAirlines,Delhi,Night,one,Late_Night,Bangalore,Business,12.08,30.0,17667
OrbitFlyAirlines,Hyderabad,Morning,zero,Early_Morning,Kolkata,Business,1.83,29.0,30291
OrbitFlyAirlines,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,13.08,33.0,3687
OrbitFlyAirlines,Hyderabad,Morning,zero,Night,Bangalore,Business,7.92,38.0,21807
OrbitFlyAirlines,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.08,33.0,6324
OrbitFlyAirlines,Hyderabad,Afternoon,one,Night,Kolkata,Economy,6.25,15.0,5292
OrbitFlyAirlines,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.58,23.0,4501
OrbitFlyAirlines,Delhi,Evening,zero,Afternoon,Mumbai,Business,14.92,14.0,21085
OrbitFlyAirlines,Kolkata,Morning,two_or_more,Early_Morning,Kolkata,Business,14.0,30.0,25098
OrbitFlyAirlines,Chennai,Morning,one,Afternoon,Mumbai,Business,9.08,29.0,23829
OrbitFlyAirlines,Delhi,Evening,one,Late_Night,Chennai,Economy,8.17,42.0,4506
OrbitFlyAirlines,Delhi,Afternoon,two_or_more,Late_Night,Chennai,Business,11.75,12.999999999999998,30220
OrbitFlyAirlines,Hyderabad,Early_Morning,zero,Afternoon,Delhi,Business,2.25,6.0,27215
OrbitFlyAirlines,Delhi,Night,one,Early_Morning,Kolkata,Economy,8.75,46.0,6395
OrbitFlyAirlines,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,26.0,2410
OrbitFlyAirlines,Hyderabad,Night,one,Morning,Mumbai,Economy,10.83,26.0,4165
OrbitFlyAirlines,Bangalore,Early_Morning,one,Night,Kolkata,Economy,14.42,37.0,7978
OrbitFlyAirlines,Kolkata,Morning,one,Night,Delhi,Economy,11.0,15.0,6488
OrbitFlyAirlines,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,14.83,41.0,5902
OrbitFlyAirlines,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.67,17.0,6267
OrbitFlyAirlines,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,9.67,20.0,6324
OrbitFlyAirlines,Mumbai,Night,one,Early_Morning,Kolkata,Economy,9.33,43.0,6252
OrbitFlyAirlines,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.58,37.0,6566
OrbitFlyAirlines,Mumbai,Late_Night,two_or_more,Evening,Bangalore,Business,8.17,10.0,14973
OrbitFlyAirlines,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Business,13.75,45.0,16466
OrbitFlyAirlines,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,9.67,26.0,6488
OrbitFlyAirlines,Delhi,Late_Night,zero,Night,Delhi,Business,5.58,15.0,23125
OrbitFlyAirlines,Chennai,Late_Night,two_or_more,Afternoon,Mumbai,Business,9.08,30.0,19924
OrbitFlyAirlines,Bangalore,Morning,one,Night,Chennai,Economy,12.33,32.0,4687
OrbitFlyAirlines,Kolkata,Morning,zero,Night,Mumbai,Business,16.25,47.0,21035
OrbitFlyAirlines,Hyderabad,Morning,one,Night,Delhi,Economy,13.0,44.0,6198
OrbitFlyAirlines,Bangalore,Afternoon,one,Night,Hyderabad,Economy,8.17,12.0,4337
OrbitFlyAirlines,Mumbai,Afternoon,zero,Night,Delhi,Business,6.42,41.0,18991
OrbitFlyAirlines,Kolkata,Late_Night,one,Late_Night,Chennai,Business,7.42,38.0,28944
OrbitFlyAirlines,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,14.67,21.0,4325
OrbitFlyAirlines,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.92,12.0,7487
OrbitFlyAirlines,Kolkata,Evening,two_or_more,Night,Delhi,Business,7.67,17.0,29787
OrbitFlyAirlines,Bangalore,Evening,one,Late_Night,Delhi,Economy,6.0,18.0,4028
OrbitFlyAirlines,Bangalore,Afternoon,two_or_more,Evening,Mumbai,Business,12.08,21.0,26504
OrbitFlyAirlines,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.83,17.0,4961
OrbitFlyAirlines,Chennai,Evening,one,Night,Delhi,Business,16.25,49.0,17148
OrbitFlyAirlines,Delhi,Night,zero,Morning,Kolkata,Business,13.83,27.0,27141
OrbitFlyAirlines,Delhi,Evening,one,Early_Morning,Kolkata,Economy,15.0,7.0,5954
OrbitFlyAirlines,Mumbai,Evening,one,Early_Morning,Kolkata,Economy,15.5,26.0,5817
OrbitFlyAirlines,Bangalore,Morning,one,Afternoon,Delhi,Economy,6.33,33.0,4028
OrbitFlyAirlines,Kolkata,Evening,one,Morning,Mumbai,Economy,16.25,4.0,14338
OrbitFlyAirlines,Mumbai,Early_Morning,two_or_more,Late_Night,Bangalore,Business,7.58,49.0,28595
OrbitFlyAirlines,Hyderabad,Night,two_or_more,Afternoon,Hyderabad,Business,6.67,27.0,28054
OrbitFlyAirlines,Kolkata,Night,two_or_more,Night,Hyderabad,Business,8.17,18.0,30503
OrbitFlyAirlines,Kolkata,Late_Night,one,Evening,Delhi,Business,2.58,26.0,24778
OrbitFlyAirlines,Delhi,Late_Night,one,Night,Mumbai,Business,1.92,21.0,35337
OrbitFlyAirlines,Hyderabad,Evening,two_or_more,Night,Bangalore,Business,1.75,30.0,22238
OrbitFlyAirlines,Chennai,Morning,two_or_more,Afternoon,Bangalore,Business,7.17,17.0,24790
OrbitFlyAirlines,Bangalore,Late_Night,two_or_more,Late_Night,Bangalore,Business,1.75,37.0,29645
OrbitFlyAirlines,Mumbai,Late_Night,one,Night,Bangalore,Business,6.92,38.0,31049
OrbitFlyAirlines,Bangalore,Morning,one,Afternoon,Delhi,Economy,6.33,23.0,4028
OrbitFlyAirlines,Delhi,Morning,two_or_more,Night,Bangalore,Business,8.17,29.0,17509
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,11.25,16.0,5292
OrbitFlyAirlines,Delhi,Evening,one,Night,Chennai,Economy,5.33,20.0,4896
OrbitFlyAirlines,Delhi,Afternoon,one,Night,Mumbai,Economy,7.08,16.0,5600
OrbitFlyAirlines,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.75,39.0,5817
OrbitFlyAirlines,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,12.08,30.0,7918
OrbitFlyAirlines,Delhi,Morning,one,Afternoon,Hyderabad,Economy,6.5,28.0,3989
OrbitFlyAirlines,Mumbai,Early_Morning,one,Night,Delhi,Business,5.67,15.0,19039
OrbitFlyAirlines,Mumbai,Night,zero,Late_Night,Delhi,Business,6.83,25.0,20105
OrbitFlyAirlines,Kolkata,Early_Morning,one,Night,Bangalore,Economy,15.42,32.0,7979
OrbitFlyAirlines,Kolkata,Morning,one,Evening,Bangalore,Economy,7.83,44.0,11106
OrbitFlyAirlines,Delhi,Early_Morning,two_or_more,Evening,Bangalore,Business,1.58,42.0,24082
OrbitFlyAirlines,Delhi,Afternoon,one,Night,Mumbai,Economy,7.08,43.0,5600
OrbitFlyAirlines,Delhi,Night,one,Late_Night,Delhi,Business,10.42,30.0,25491
OrbitFlyAirlines,Mumbai,Night,zero,Night,Chennai,Economy,2.08,39.0,3000
OrbitFlyAirlines,Bangalore,Late_Night,zero,Morning,Hyderabad,Business,2.17,45.0,21508
OrbitFlyAirlines,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Business,2.5,33.0,23221
OrbitFlyAirlines,Delhi,Night,one,Early_Morning,Mumbai,Economy,11.25,43.0,5806
OrbitFlyAirlines,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,9.67,24.0,4262
OrbitFlyAirlines,Delhi,Morning,one,Evening,Kolkata,Economy,7.0,37.0,6395
OrbitFlyAirlines,Delhi,Morning,two_or_more,Night,Kolkata,Business,9.83,21.0,19923
OrbitFlyAirlines,Mumbai,Early_Morning,zero,Early_Morning,Bangalore,Economy,1.58,20.0,2124
OrbitFlyAirlines,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,10.0,5954
OrbitFlyAirlines,Kolkata,Evening,one,Night,Hyderabad,Business,9.33,47.0,28489
OrbitFlyAirlines,Kolkata,Evening,one,Early_Morning,Chennai,Economy,14.17,37.0,6985
OrbitFlyAirlines,Bangalore,Afternoon,zero,Evening,Kolkata,Economy,2.5,29.0,3393
OrbitFlyAirlines,Mumbai,Early_Morning,zero,Evening,Delhi,Business,8.67,40.0,18211
OrbitFlyAirlines,Mumbai,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.5,48.0,4499
OrbitFlyAirlines,Kolkata,Night,one,Night,Hyderabad,Business,7.58,12.999999999999998,24524
OrbitFlyAirlines,Delhi,Afternoon,one,Night,Chennai,Economy,8.0,43.0,4896
OrbitFlyAirlines,Kolkata,Late_Night,two_or_more,Morning,Kolkata,Business,14.5,12.0,23353
OrbitFlyAirlines,Hyderabad,Morning,one,Evening,Delhi,Economy,6.33,43.0,5365
OrbitFlyAirlines,Bangalore,Night,zero,Night,Mumbai,Business,5.0,22.0,23743
OrbitFlyAirlines,Hyderabad,Morning,one,Evening,Bangalore,Economy,7.17,32.0,7922
OrbitFlyAirlines,Delhi,Afternoon,one,Night,Bangalore,Economy,7.75,11.0,7424
OrbitFlyAirlines,Delhi,Morning,one,Early_Morning,Kolkata,Business,14.5,36.0,30006
OrbitFlyAirlines,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,13.0,5954
OrbitFlyAirlines,Mumbai,Night,one,Night,Delhi,Business,9.92,24.0,25805
OrbitFlyAirlines,Delhi,Morning,one,Night,Mumbai,Economy,13.0,10.0,11179
OrbitFlyAirlines,Bangalore,Evening,zero,Night,Kolkata,Economy,2.33,28.0,3393
OrbitFlyAirlines,Bangalore,Evening,one,Evening,Mumbai,Business,10.58,18.0,24976
OrbitFlyAirlines,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,9.5,39.0,4827
OrbitFlyAirlines,Kolkata,Afternoon,one,Night,Delhi,Economy,7.67,18.0,6324
OrbitFlyAirlines,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.92,14.0,5102
OrbitFlyAirlines,Hyderabad,Late_Night,one,Early_Morning,Mumbai,Business,2.83,39.0,31454
OrbitFlyAirlines,Delhi,Evening,zero,Morning,Hyderabad,Business,14.75,49.0,22086
OrbitFlyAirlines,Kolkata,Early_Morning,one,Night,Bangalore,Economy,15.42,41.0,7979
OrbitFlyAirlines,Chennai,Late_Night,zero,Night,Bangalore,Business,11.25,48.0,19353
OrbitFlyAirlines,Mumbai,Afternoon,one,Night,Kolkata,Economy,7.75,28.0,4961
OrbitFlyAirlines,Hyderabad,Morning,one,Evening,Delhi,Economy,8.67,23.0,4126
OrbitFlyAirlines,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,24.0,2410
OrbitFlyAirlines,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,34.0,8275
OrbitFlyAirlines,Delhi,Night,zero,Night,Mumbai,Economy,2.25,20.0,2410
OrbitFlyAirlines,Hyderabad,Night,one,Morning,Mumbai,Economy,11.83,47.0,4165
OrbitFlyAirlines,Bangalore,Late_Night,one,Evening,Mumbai,Business,3.92,20.0,21558
OrbitFlyAirlines,Mumbai,Early_Morning,one,Night,Bangalore,Economy,15.42,8.0,5102
OrbitFlyAirlines,Bangalore,Evening,one,Late_Night,Chennai,Economy,7.42,12.0,9798
OrbitFlyAirlines,Hyderabad,Morning,one,Night,Bangalore,Economy,13.08,27.0,4452
OrbitFlyAirlines,Chennai,Late_Night,two_or_more,Morning,Bangalore,Business,14.67,20.0,23729
OrbitFlyAirlines,Bangalore,Morning,one,Evening,Delhi,Economy,9.33,39.0,7669
OrbitFlyAirlines,Delhi,Late_Night,one,Morning,Bangalore,Business,10.58,20.0,22947
OrbitFlyAirlines,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.5,2.0,5942
OrbitFlyAirlines,Kolkata,Morning,one,Night,Hyderabad,Business,8.17,42.0,24404
OrbitFlyAirlines,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,9.0,7487
OrbitFlyAirlines,Kolkata,Late_Night,zero,Evening,Bangalore,Business,14.75,31.0,26178
OrbitFlyAirlines,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.25,34.0,6068
OrbitFlyAirlines,Hyderabad,Night,zero,Night,Mumbai,Business,6.5,22.0,23749
OrbitFlyAirlines,Mumbai,Afternoon,one,Night,Mumbai,Business,2.5,47.0,17796
OrbitFlyAirlines,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,23.0,6395
OrbitFlyAirlines,Chennai,Night,one,Afternoon,Hyderabad,Business,5.33,39.0,23339
OrbitFlyAirlines,Bangalore,Night,one,Morning,Mumbai,Economy,11.25,15.0,5177
OrbitFlyAirlines,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.5,36.0,3324
OrbitFlyAirlines,Hyderabad,Evening,two_or_more,Night,Hyderabad,Business,7.0,36.0,25467
OrbitFlyAirlines,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,7.33,34.0,6075
OrbitFlyAirlines,Mumbai,Afternoon,zero,Early_Morning,Chennai,Business,12.67,42.0,17485
OrbitFlyAirlines,Chennai,Late_Night,two_or_more,Late_Night,Bangalore,Business,5.75,27.0,22010
OrbitFlyAirlines,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,37.0,9423
OrbitFlyAirlines,Delhi,Night,one,Early_Morning,Hyderabad,Economy,11.67,46.0,6074
OrbitFlyAirlines,Kolkata,Evening,one,Night,Bangalore,Economy,7.25,18.0,6488
OrbitFlyAirlines,Mumbai,Evening,zero,Evening,Delhi,Business,10.5,17.0,23374
OrbitFlyAirlines,Kolkata,Evening,two_or_more,Night,Mumbai,Business,6.5,17.0,27552
OrbitFlyAirlines,Kolkata,Late_Night,two_or_more,Evening,Bangalore,Business,7.17,8.0,24526
OrbitFlyAirlines,Chennai,Morning,two_or_more,Night,Hyderabad,Business,12.5,44.0,23737
OrbitFlyAirlines,Delhi,Night,one,Night,Mumbai,Business,2.25,11.0,20470
OrbitFlyAirlines,Bangalore,Night,one,Afternoon,Hyderabad,Economy,16.75,13.0,4337
OrbitFlyAirlines,Kolkata,Early_Morning,zero,Night,Mumbai,Business,13.25,35.0,19779
OrbitFlyAirlines,Mumbai,Morning,two_or_more,Evening,Delhi,Economy,7.25,13.0,13801
OrbitFlyAirlines,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.33,32.0,6324
OrbitFlyAirlines,Bangalore,Evening,two_or_more,Afternoon,Kolkata,Business,1.92,23.0,26640
OrbitFlyAirlines,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,14.25,27.0,5177
OrbitFlyAirlines,Hyderabad,Morning,one,Night,Bangalore,Economy,13.08,18.0,4452
